year,month,day,home,away,OT,hFinal,h1,h2,h3,h4,hOT1,hOT2,hOT3,aFinal,a1,a2,a3,a4,aOT1,aOT2,aOT3,hW,hL,hP,hGB,hPSG,hPAG,aW,aL,aP,aGB,aPSG,aPAG,dow,doy
2012,04,13,CHA,MIA,0,82,19,20,20,23,0,0,0,105,33,25,23,24,0,0,0,7,51,.121,34,88.0,101.4,41,17,.707,0,100.2,93.5,5,103
2012,04,13,UTA,NOH,0,85,28,19,23,15,0,0,0,96,24,23,26,23,0,0,0,31,29,.517,12.5,98.9,98.9,17,42,.288,25,89.8,94.0,5,103
2012,04,13,WAS,NYK,0,65,13,20,14,18,0,0,0,103,26,28,25,24,0,0,0,14,45,.237,27.5,93.2,99.8,31,28,.525,3,97.4,94.3,5,103
2012,04,13,SAC,OKC,0,89,21,18,24,26,0,0,0,115,23,35,28,29,0,0,0,19,41,.317,19,98.1,104.3,43,16,.729,0,102.9,96.2,5,103
2012,04,13,ATL,ORL,0,109,36,26,27,20,0,0,0,81,23,19,22,17,0,0,0,35,24,.593,6.5,95.6,92.9,34,25,.576,7.5,94.0,92.8,5,103
2012,04,13,NJN,PHI,0,95,24,17,22,32,0,0,0,89,18,26,22,23,0,0,0,22,38,.367,12.5,93.7,98.9,31,28,.525,3,93.1,88.3,5,103
2012,04,13,DAL,POR,0,97,30,26,25,16,0,0,0,94,16,25,20,33,0,0,0,34,26,.567,8.5,95.0,93.7,28,32,.467,15.5,97.4,96.7,5,103
2012,04,13,BOS,TOR,0,79,20,16,11,32,0,0,0,84,13,17,27,27,0,0,0,34,25,.576,0,91.6,89.5,21,39,.350,13.5,91.1,94.6,5,103
2012,04,14,GSW,LAC,0,104,23,35,24,22,0,0,0,112,35,24,27,26,0,0,0,22,37,.373,15.5,98.3,101.3,37,23,.617,1,97.5,94.9,6,104
2012,04,14,UTA,MEM,0,98,30,21,25,22,0,0,0,103,28,22,20,33,0,0,0,31,30,.508,13.5,98.8,98.9,35,24,.593,7.5,95.3,93.7,6,104
2012,04,14,IND,MIL,0,105,27,32,21,25,0,0,0,99,27,21,30,21,0,0,0,38,22,.633,7.5,97.0,94.0,29,31,.483,16.5,99.3,98.7,6,104
2012,04,14,OKC,MIN,0,115,34,25,27,29,0,0,0,110,31,27,22,30,0,0,0,44,16,.733,0,103.1,96.5,25,36,.410,19.5,98.5,100.0,6,104
2012,04,14,BOS,NJN,0,94,22,26,26,20,0,0,0,82,28,20,13,21,0,0,0,35,25,.583,0,91.7,89.4,22,39,.361,13.5,93.5,98.8,6,104
2012,04,14,PHO,SAS,0,91,13,25,27,26,0,0,0,105,35,27,22,21,0,0,0,31,29,.517,7,97.9,97.9,42,16,.724,0,101.8,96.3,6,104
2012,04,14,CLE,WAS,0,98,22,28,23,25,0,0,0,89,22,21,28,18,0,0,0,20,38,.345,24.5,93.7,99.7,14,46,.233,28,93.1,99.8,6,104
2012,04,15,TOR,ATL,0,102,25,28,20,29,0,0,0,86,23,16,25,22,0,0,0,22,39,.361,14,91.3,94.5,35,25,.583,7.5,95.4,93.0,7,105
2012,04,15,BOS,CHA,0,94,34,18,21,21,0,0,0,82,23,26,18,15,0,0,0,36,25,.590,0,91.7,89.2,7,52,.119,35,87.9,101.3,7,105
2012,04,15,ORL,CLE,0,100,23,20,31,26,0,0,0,84,15,15,30,24,0,0,0,35,25,.583,7.5,94.1,92.7,20,39,.339,25.5,93.5,99.7,7,105
2012,04,15,HOU,DEN,0,86,27,22,19,18,0,0,0,101,22,21,37,21,0,0,0,32,28,.533,11,98.2,97.7,33,27,.550,11,103.6,101.5,7,105
2012,04,15,CHI,DET,1,100,26,23,15,22,14,0,0,94,19,22,25,20,8,0,0,46,14,.767,0,96.9,88.9,22,38,.367,24,90.6,96.1,7,105
2012,04,15,DAL,LAL,1,108,27,27,21,23,10,0,0,112,22,26,28,22,14,0,0,34,27,.557,9.5,95.2,94.0,39,22,.639,0,97.1,94.9,7,105
2012,04,15,MEM,NOH,0,75,16,21,19,19,0,0,0,88,15,18,29,26,0,0,0,35,25,.583,8,95.0,93.6,18,42,.300,25,89.8,93.7,7,105
2012,04,15,MIA,NYK,0,93,29,17,25,22,0,0,0,85,22,22,24,17,0,0,0,42,17,.712,0,100.1,93.3,31,29,.517,4.5,97.2,94.3,7,105
2012,04,15,POR,SAC,0,103,28,26,27,22,0,0,0,104,22,24,33,25,0,0,0,28,33,.459,16.5,97.5,96.8,20,41,.328,19,98.1,104.3,7,105
2012,04,16,NOH,CHA,0,75,14,21,12,28,0,0,0,67,15,24,8,20,0,0,0,19,42,.311,25,89.5,93.3,7,53,.117,36,87.5,100.9,1,106
2012,04,16,WAS,CHI,0,87,19,24,14,30,0,0,0,84,23,17,23,21,0,0,0,15,46,.246,28.5,93.0,99.6,46,15,.754,0,96.6,88.9,1,106
2012,04,16,SAS,GSW,0,120,39,31,26,24,0,0,0,99,24,25,23,27,0,0,0,43,16,.729,0,102.1,96.3,22,38,.367,16.5,98.4,101.6,1,106
2012,04,16,DEN,HOU,0,105,21,23,31,30,0,0,0,102,32,19,23,28,0,0,0,34,27,.557,10,103.6,101.5,32,29,.525,12,98.3,97.8,1,106
2012,04,16,MIN,IND,0,88,13,17,33,25,0,0,0,111,32,32,29,18,0,0,0,25,37,.403,19.5,98.4,100.2,39,22,.639,7,97.3,93.9,1,106
2012,04,16,OKC,LAC,0,77,27,25,14,11,0,0,0,92,21,22,23,26,0,0,0,44,17,.721,0,102.7,96.4,38,23,.623,1,97.4,94.6,1,106
2012,04,16,MIA,NJN,0,101,29,23,18,31,0,0,0,98,34,21,24,19,0,0,0,43,17,.717,0,100.1,93.4,22,40,.355,14.5,93.5,98.8,1,106
2012,04,16,PHI,ORL,0,100,27,28,24,21,0,0,0,113,21,40,29,23,0,0,0,31,29,.517,4.5,93.2,88.8,36,25,.590,7.5,94.4,92.8,1,106
2012,04,16,POR,PHO,0,107,24,29,27,27,0,0,0,125,35,31,31,28,0,0,0,28,34,.452,16.5,97.6,97.3,32,29,.525,7,98.4,98.0,1,106
2012,04,16,ATL,TOR,0,109,30,24,25,30,0,0,0,87,32,19,17,19,0,0,0,36,25,.590,7.5,95.7,92.9,22,40,.355,14.5,91.2,94.7,1,106
2012,04,16,DAL,UTA,1,121,18,24,20,27,16,6,10,123,22,21,28,18,16,6,12,34,28,.548,10.5,95.6,94.5,32,30,.516,12.5,99.2,99.3,1,106
2012,04,17,CLE,DET,0,77,16,22,12,27,0,0,0,116,27,34,39,16,0,0,0,20,40,.333,25.5,93.3,99.9,23,38,.377,23,91.0,95.8,2,107
2012,04,17,SAS,LAL,0,112,27,36,28,21,0,0,0,91,28,19,23,21,0,0,0,44,16,.733,0,102.3,96.3,39,23,.629,0,97.0,95.2,2,107
2012,04,17,MEM,MIN,0,91,32,23,22,14,0,0,0,84,22,34,13,15,0,0,0,36,25,.590,8.5,94.9,93.4,25,38,.397,20,98.1,100.1,2,107
2012,04,17,BOS,NYK,0,110,26,27,31,26,0,0,0,118,32,40,24,22,0,0,0,36,26,.581,0,92.0,89.7,32,29,.525,3.5,97.5,94.5,2,107
2012,04,17,IND,PHI,0,102,23,24,23,32,0,0,0,97,21,21,28,27,0,0,0,40,22,.645,6.5,97.3,93.9,31,30,.508,4.5,93.2,89.0,2,107
2012,04,18,DET,ATL,0,84,20,22,19,23,0,0,0,116,39,33,24,20,0,0,0,23,39,.371,24,90.9,96.1,37,25,.597,7.5,96.0,92.8,3,108
2012,04,18,ORL,BOS,0,98,22,29,19,28,0,0,0,102,33,22,24,23,0,0,0,36,26,.581,8.5,94.5,92.9,37,26,.587,0,92.1,89.8,3,108
2012,04,18,CHI,CHA,0,100,34,18,25,23,0,0,0,68,20,17,22,9,0,0,0,47,15,.758,0,96.7,88.6,7,54,.115,37,87.2,100.8,3,108
2012,04,18,PHI,CLE,0,103,28,25,31,19,0,0,0,87,22,27,17,21,0,0,0,32,30,.516,4.5,93.4,88.9,20,41,.328,26.5,93.2,100.0,3,108
2012,04,18,HOU,DAL,0,110,27,28,29,26,0,0,0,117,27,28,23,39,0,0,0,32,30,.516,13.5,98.5,98.1,35,28,.556,11,96.0,94.7,3,108
2012,04,18,LAC,DEN,0,104,22,25,29,28,0,0,0,98,34,19,23,22,0,0,0,39,23,.629,0.5,97.5,94.7,34,28,.548,11,103.5,101.6,3,108
2012,04,18,LAL,GSW,0,99,32,24,28,15,0,0,0,87,26,22,19,20,0,0,0,40,23,.635,0,97.1,95.0,22,39,.361,17,98.2,101.6,3,108
2012,04,18,NOH,MEM,0,91,21,27,12,31,0,0,0,103,23,24,37,19,0,0,0,19,43,.306,26.5,89.6,93.4,37,25,.597,8.5,95.1,93.4,3,108
2012,04,18,TOR,MIA,0,72,24,25,11,12,0,0,0,96,25,26,23,22,0,0,0,22,41,.349,15,90.9,94.7,44,17,.721,0,100.0,93.1,3,108
2012,04,18,NYK,NJN,0,104,38,26,14,26,0,0,0,95,22,25,24,24,0,0,0,33,29,.532,3.5,97.6,94.5,22,41,.349,15,93.6,98.9,3,108
2012,04,18,OKC,PHO,0,109,29,23,30,27,0,0,0,97,25,20,32,20,0,0,0,45,17,.726,0,102.8,96.4,32,30,.516,7.5,98.4,98.2,3,108
2012,04,18,UTA,POR,0,112,26,31,24,31,0,0,0,91,23,16,21,31,0,0,0,33,30,.524,12.5,99.4,99.2,28,35,.444,17.5,97.5,97.5,3,108
2012,04,18,SAS,SAC,0,127,29,29,39,30,0,0,0,102,28,29,29,16,0,0,0,45,16,.738,0,102.7,96.3,20,42,.323,19.5,98.2,104.6,3,108
2012,04,18,MIL,WAS,0,112,31,31,19,31,0,0,0,121,28,32,28,33,0,0,0,29,32,.475,17.5,99.5,99.0,16,46,.258,28.5,93.4,99.8,3,108
2012,04,19,MIN,DET,0,91,24,25,19,23,0,0,0,80,16,15,17,32,0,0,0,26,38,.406,20,98.0,99.8,23,40,.365,24,90.7,96.0,4,109
2012,04,19,MIL,IND,0,109,29,21,28,31,0,0,0,118,34,22,33,29,0,0,0,29,33,.468,17.5,99.6,99.3,41,22,.651,6,97.7,94.2,4,109
2012,04,19,CHI,MIA,0,72,23,17,21,11,0,0,0,83,27,15,24,17,0,0,0,47,16,.746,0,96.3,88.5,45,17,.726,0,99.7,92.7,4,109
2012,04,19,HOU,NOH,1,99,29,22,13,23,12,0,0,105,22,21,26,18,18,0,0,32,31,.508,14,98.5,98.2,20,43,.317,26,89.8,93.5,4,109
2012,04,19,LAC,PHO,0,90,29,16,26,19,0,0,0,93,27,19,23,24,0,0,0,39,24,.619,1,97.4,94.7,33,30,.524,7,98.3,98.1,4,109
2012,04,20,BOS,ATL,0,92,27,22,22,21,0,0,0,97,34,24,16,23,0,0,0,37,27,.578,0,92.1,89.9,38,25,.603,7.5,96.0,92.8,5,110
2012,04,20,MEM,CHA,0,85,17,20,20,28,0,0,0,80,21,18,26,15,0,0,0,38,25,.603,8.5,94.9,93.2,7,55,.113,38,87.1,100.6,5,110
2012,04,20,NYK,CLE,0,90,20,14,22,34,0,0,0,98,25,20,27,26,0,0,0,33,30,.524,3.5,97.5,94.6,21,41,.339,25.5,93.2,99.8,5,110
2012,04,20,GSW,DAL,0,94,22,27,21,24,0,0,0,104,27,23,26,28,0,0,0,22,40,.355,17,98.1,101.6,36,28,.563,11,96.1,94.7,5,110
2012,04,20,OKC,SAC,0,103,32,25,24,22,0,0,0,92,25,24,21,22,0,0,0,46,17,.730,0,102.8,96.3,20,43,.317,19.5,98.1,104.6,5,110
2012,04,20,LAL,SAS,0,97,25,27,21,24,0,0,0,121,32,24,35,30,0,0,0,40,24,.625,0,97.1,95.5,46,16,.742,0,103.0,96.4,5,110
2012,04,21,DAL,CHI,0,83,8,30,18,27,0,0,0,93,21,23,22,27,0,0,0,36,29,.554,11.5,95.9,94.7,48,16,.750,0,96.3,88.4,6,111
2012,04,21,GSW,HOU,0,96,21,34,16,25,0,0,0,99,31,27,19,22,0,0,0,22,41,.349,17.5,98.1,101.6,33,31,.516,14,98.5,98.2,6,111
2012,04,21,PHI,IND,1,109,34,19,28,17,11,0,0,106,23,31,20,24,8,0,0,33,30,.524,3.5,93.6,89.2,41,23,.641,7,97.8,94.4,6,111
2012,04,21,POR,MEM,0,89,27,18,22,22,0,0,0,93,24,30,25,14,0,0,0,28,36,.438,18.5,97.4,97.4,39,25,.609,8,94.9,93.1,6,111
2012,04,21,WAS,MIA,0,86,23,22,18,23,0,0,0,84,15,22,25,22,0,0,0,17,46,.270,28,93.3,99.5,45,18,.714,0,99.5,92.6,6,111
2012,04,21,NJN,MIL,0,95,23,19,27,26,0,0,0,106,24,29,20,33,0,0,0,22,42,.344,15,93.6,99.0,30,33,.476,17.5,99.7,99.3,6,111
2012,04,21,DEN,PHO,0,118,30,30,33,25,0,0,0,107,34,24,22,27,0,0,0,35,28,.556,11,103.7,101.7,33,31,.516,7,98.4,98.4,6,111
2012,04,21,ORL,UTA,1,107,36,19,28,18,6,0,0,117,23,32,26,20,16,0,0,36,27,.571,9,94.7,93.3,34,30,.531,12.5,99.7,99.3,6,111
2012,04,22,NYK,ATL,0,113,31,29,34,19,0,0,0,112,31,34,28,19,0,0,0,34,30,.531,3,97.7,94.8,38,26,.594,8,96.3,93.1,7,112
2012,04,22,SAC,CHA,0,114,31,28,28,27,0,0,0,88,19,25,23,21,0,0,0,21,43,.328,19.5,98.4,104.4,7,56,.111,38.5,87.1,100.8,7,112
2012,04,22,ORL,DEN,0,74,19,25,18,12,0,0,0,101,24,20,29,28,0,0,0,36,28,.563,10,94.3,93.4,36,28,.563,10,103.7,101.2,7,112
2012,04,22,TOR,DET,0,73,15,19,16,23,0,0,0,76,14,15,24,23,0,0,0,22,42,.344,15,90.7,94.5,24,40,.375,24,90.5,95.7,7,112
2012,04,22,NOH,LAC,0,98,27,25,32,14,0,0,0,107,32,25,17,33,0,0,0,20,44,.313,27.5,89.9,93.7,40,24,.625,0.5,97.5,94.7,7,112
2012,04,22,OKC,LAL,1,106,26,26,25,14,6,9,0,114,20,27,14,30,6,17,0,46,18,.719,0,102.9,96.6,41,24,.631,0,97.3,95.6,7,112
2012,04,22,HOU,MIA,0,88,27,17,25,19,0,0,0,97,22,23,21,31,0,0,0,33,32,.508,15,98.3,98.2,46,18,.719,0,99.4,92.5,7,112
2012,04,22,GSW,MIN,0,93,17,22,30,24,0,0,0,88,32,23,20,13,0,0,0,23,41,.359,17.5,98.0,101.4,26,39,.400,20.5,97.9,99.7,7,112
2012,04,22,CLE,SAS,0,98,22,22,26,28,0,0,0,114,29,23,29,33,0,0,0,21,42,.333,26.5,93.3,100.0,47,16,.746,0,103.2,96.4,7,112
2012,04,23,DET,IND,0,97,26,26,23,22,0,0,0,103,26,28,22,27,0,0,0,24,41,.369,24.5,90.6,95.8,42,23,.646,6.5,97.9,94.4,1,113
2012,04,23,CLE,MEM,0,101,32,20,26,23,0,0,0,109,26,29,22,32,0,0,0,21,43,.328,27,93.4,100.2,40,25,.615,8.5,95.1,93.2,1,113
2012,04,23,TOR,MIL,0,86,25,23,19,19,0,0,0,92,17,26,19,30,0,0,0,22,43,.338,15.5,90.6,94.4,31,33,.484,17,99.6,99.1,1,113
2012,04,23,PHI,NJN,0,105,31,22,23,29,0,0,0,87,18,25,25,19,0,0,0,34,30,.531,3,93.8,89.2,22,43,.338,15.5,93.5,99.1,1,113
2012,04,23,POR,SAS,0,89,18,23,24,24,0,0,0,124,31,32,28,33,0,0,0,28,37,.431,18.5,97.2,97.8,48,16,.750,0,103.5,96.3,1,113
2012,04,23,CHA,WAS,0,73,22,17,23,11,0,0,0,101,31,32,20,18,0,0,0,7,57,.109,39,86.9,100.8,18,46,.281,28,93.4,99.1,1,113
2012,04,24,LAC,ATL,0,102,28,22,22,30,0,0,0,109,23,29,33,24,0,0,0,40,25,.615,1,97.6,94.9,39,26,.600,7,96.4,93.2,2,114
2012,04,24,MIA,BOS,0,66,17,17,16,16,0,0,0,78,10,18,22,28,0,0,0,46,19,.708,0,98.9,92.3,38,27,.585,0,91.9,89.6,2,114
2012,04,24,NOH,GSW,0,83,21,22,18,22,0,0,0,81,22,21,21,17,0,0,0,21,44,.323,27.5,89.8,93.5,23,42,.354,18,97.7,101.1,2,114
2012,04,24,SAC,OKC,0,110,40,19,27,24,0,0,0,118,35,22,25,36,0,0,0,21,44,.323,20,98.5,104.6,47,18,.723,0,103.1,96.8,2,114
2012,04,24,PHO,UTA,0,88,19,23,26,20,0,0,0,100,25,24,24,27,0,0,0,33,32,.508,8,98.2,98.4,35,30,.538,12,99.7,99.1,2,114
2012,04,25,WAS,CLE,0,96,21,28,28,19,0,0,0,85,27,18,18,22,0,0,0,19,46,.292,27,93.5,98.9,21,44,.323,28,93.3,100.1,3,115
2012,04,25,CHI,IND,0,92,32,17,18,25,0,0,0,87,24,12,23,28,0,0,0,49,16,.754,0,96.2,88.4,42,24,.636,7.5,97.7,94.4,3,115
2012,04,25,PHI,MIL,0,90,24,21,26,19,0,0,0,85,29,21,13,22,0,0,0,35,30,.538,3,93.8,89.1,31,34,.477,18,99.4,98.9,3,115
2012,04,25,LAC,NYK,0,93,19,20,27,27,0,0,0,99,24,24,26,25,0,0,0,40,26,.606,1.5,97.5,95.0,35,30,.538,3,97.8,94.8,3,115
2012,04,25,DEN,OKC,0,106,36,28,16,26,0,0,0,101,30,28,24,19,0,0,0,37,28,.569,9.5,103.7,101.2,47,19,.712,0,103.1,96.9,3,115
2012,04,25,CHA,ORL,0,95,24,23,26,22,0,0,0,102,37,20,26,19,0,0,0,7,58,.108,39,87.0,100.8,37,28,.569,9,94.4,93.5,3,115
2012,04,25,SAS,PHO,0,110,26,32,24,28,0,0,0,106,29,24,29,24,0,0,0,49,16,.754,0,103.6,96.4,33,33,.500,8.5,98.4,98.6,3,115
2012,04,26,DAL,ATL,0,89,21,23,28,17,0,0,0,106,38,22,26,20,0,0,0,36,30,.545,14,95.8,94.8,40,26,.606,6,96.6,93.2,4,116
2012,04,26,MIL,BOS,0,74,18,24,19,13,0,0,0,87,21,39,18,9,0,0,0,31,35,.470,19,99.0,98.7,39,27,.591,0,91.8,89.3,4,116
2012,04,26,NYK,CHA,0,104,23,23,30,28,0,0,0,84,20,24,19,21,0,0,0,36,30,.545,3,97.8,94.7,7,59,.106,39,87.0,100.9,4,116
2012,04,26,CLE,CHI,0,75,25,20,17,13,0,0,0,107,26,32,22,27,0,0,0,21,45,.318,29,93.0,100.2,50,16,.758,0,96.3,88.2,4,116
2012,04,26,PHI,DET,0,86,15,28,23,20,0,0,0,108,26,39,21,22,0,0,0,35,31,.530,4,93.6,89.4,25,41,.379,25,90.9,95.7,4,116
2012,04,26,SAS,GSW,0,107,27,26,31,23,0,0,0,101,29,25,28,19,0,0,0,50,16,.758,0,103.7,96.5,23,43,.348,18,97.8,101.2,4,116
2012,04,26,NOH,HOU,0,77,20,22,29,6,0,0,0,84,12,21,30,21,0,0,0,21,45,.318,29,89.6,93.4,34,32,.515,16,98.1,97.9,4,116
2012,04,26,ORL,MEM,0,76,9,21,24,22,0,0,0,88,27,27,13,21,0,0,0,37,29,.561,9,94.2,93.4,41,25,.621,9,95.0,93.0,4,116
2012,04,26,DEN,MIN,0,131,29,32,32,38,0,0,0,102,25,17,27,33,0,0,0,38,28,.576,9,104.1,101.2,26,40,.394,21,97.9,100.1,4,116
2012,04,26,LAL,SAC,0,96,24,19,31,22,0,0,0,113,35,21,34,23,0,0,0,41,25,.621,0,97.3,95.9,22,44,.333,19,98.8,104.4,4,116
2012,04,26,NJN,TOR,0,67,15,12,16,24,0,0,0,98,26,28,19,25,0,0,0,22,44,.333,17,93.1,99.1,23,43,.348,16,90.7,94.0,4,116
2012,04,26,POR,UTA,0,94,16,24,35,19,0,0,0,96,23,24,31,18,0,0,0,28,38,.424,19,97.2,97.8,36,30,.545,11,99.7,99.0,4,116
2012,04,26,MIA,WAS,0,70,18,14,18,20,0,0,0,104,28,29,23,24,0,0,0,46,20,.697,0,98.5,92.5,20,46,.303,26,93.6,98.4,4,116
2012,04,28,PHI,CHI,0,91,24,18,24,25,0,0,0,103,28,25,26,24,0,0,0,35,31,.530,4,93.6,89.4,50,16,.758,0,96.3,88.2,6,118
2012,04,28,ORL,IND,0,81,21,30,13,17,0,0,0,77,22,22,19,14,0,0,0,37,29,.561,9,94.2,93.4,42,24,.636,8,97.7,94.4,6,118
2012,04,28,NYK,MIA,0,67,18,13,16,20,0,0,0,100,24,30,27,19,0,0,0,36,30,.545,3,97.8,94.7,46,20,.697,0,98.5,92.5,6,118
2012,04,28,DAL,OKC,0,98,26,25,22,25,0,0,0,99,22,26,21,30,0,0,0,36,30,.545,14,95.8,94.8,47,19,.712,0,103.1,96.9,6,118
2012,04,29,BOS,ATL,0,74,18,17,18,21,0,0,0,83,31,18,16,18,0,0,0,39,27,.591,0,91.8,89.3,40,26,.606,6,96.6,93.2,7,119
2012,04,29,DEN,LAL,0,88,14,26,24,24,0,0,0,103,27,23,27,26,0,0,0,38,28,.576,9,104.1,101.2,41,25,.621,0,97.3,95.9,7,119
2012,04,29,LAC,MEM,0,99,16,23,25,35,0,0,0,98,34,24,27,13,0,0,0,40,26,.606,1,97.5,95.0,41,25,.621,9,95.0,93.0,7,119
2012,04,29,UTA,SAS,0,91,22,25,23,21,0,0,0,106,28,26,31,21,0,0,0,36,30,.545,11,99.7,99.0,50,16,.758,0,103.7,96.5,7,119
2012,04,30,ORL,IND,0,78,21,23,13,21,0,0,0,93,24,18,30,21,0,0,0,37,29,.561,9,94.2,93.4,42,24,.636,8,97.7,94.4,1,120
2012,04,30,NYK,MIA,0,94,24,23,22,25,0,0,0,104,27,26,25,26,0,0,0,36,30,.545,3,97.8,94.7,46,20,.697,0,98.5,92.5,1,120
2012,04,30,DAL,OKC,0,99,24,26,27,22,0,0,0,102,32,25,22,23,0,0,0,36,30,.545,14,95.8,94.8,47,19,.712,0,103.1,96.9,1,120
2012,05,01,BOS,ATL,0,87,24,17,20,26,0,0,0,80,24,20,22,14,0,0,0,39,27,.591,0,91.8,89.3,40,26,.606,6,96.6,93.2,2,121
2012,05,01,PHI,CHI,0,109,25,22,36,26,0,0,0,92,28,27,14,23,0,0,0,35,31,.530,4,93.6,89.4,50,16,.758,0,96.3,88.2,2,121
2012,05,01,DEN,LAL,0,100,25,23,26,26,0,0,0,104,32,23,26,23,0,0,0,38,28,.576,9,104.1,101.2,41,25,.621,0,97.3,95.9,2,121
2012,05,02,LAC,MEM,0,98,26,21,22,29,0,0,0,105,23,28,24,30,0,0,0,40,26,.606,1,97.5,95.0,41,25,.621,9,95.0,93.0,3,122
2012,05,02,IND,ORL,0,97,23,21,32,21,0,0,0,74,14,24,17,19,0,0,0,42,24,.636,8,97.7,94.4,37,29,.561,9,94.2,93.4,3,122
2012,05,02,UTA,SAS,0,83,17,11,25,30,0,0,0,114,28,25,34,27,0,0,0,36,30,.545,11,99.7,99.0,50,16,.758,0,103.7,96.5,3,122
2012,05,03,OKC,DAL,0,95,32,18,25,20,0,0,0,79,26,15,16,22,0,0,0,47,19,.712,0,103.1,96.9,36,30,.545,14,95.8,94.8,4,123
2012,05,03,MIA,NYK,0,87,19,17,22,29,0,0,0,70,19,21,16,14,0,0,0,46,20,.697,0,98.5,92.5,36,30,.545,3,97.8,94.7,4,123
2012,05,04,ATL,BOS,1,84,19,19,20,22,4,0,0,90,17,23,20,20,10,0,0,40,26,.606,6,96.6,93.2,39,27,.591,0,91.8,89.3,5,124
2012,05,04,LAL,DEN,0,84,14,25,26,19,0,0,0,99,30,25,17,27,0,0,0,41,25,.621,0,97.3,95.9,38,28,.576,9,104.1,101.2,5,124
2012,05,04,CHI,PHI,0,74,20,19,21,14,0,0,0,79,19,21,11,28,0,0,0,50,16,.758,0,96.3,88.2,35,31,.530,4,93.6,89.4,5,124
2012,05,05,OKC,DAL,0,103,26,21,21,35,0,0,0,97,24,23,34,16,0,0,0,47,19,.712,0,103.1,96.9,36,30,.545,14,95.8,94.8,6,125
2012,05,05,MEM,LAC,0,86,22,24,25,15,0,0,0,87,23,27,14,23,0,0,0,41,25,.621,9,95.0,93.0,40,26,.606,1,97.5,95.0,6,125
2012,05,05,IND,ORL,1,101,22,24,27,16,12,0,0,99,19,25,17,28,10,0,0,42,24,.636,8,97.7,94.4,37,29,.561,9,94.2,93.4,6,125
2012,05,05,SAS,UTA,0,102,30,22,23,27,0,0,0,90,28,22,18,22,0,0,0,50,16,.758,0,103.7,96.5,36,30,.545,11,99.7,99.0,6,125
2012,05,06,ATL,BOS,0,79,19,22,22,16,0,0,0,101,32,32,26,11,0,0,0,40,26,.606,6,96.6,93.2,39,27,.591,0,91.8,89.3,7,126
2012,05,06,LAL,DEN,0,92,26,19,25,22,0,0,0,88,28,23,20,17,0,0,0,41,25,.621,0,97.3,95.9,38,28,.576,9,104.1,101.2,7,126
2012,05,06,MIA,NYK,0,87,18,26,17,26,0,0,0,89,20,18,26,25,0,0,0,46,20,.697,0,98.5,92.5,36,30,.545,3,97.8,94.7,7,126
2012,05,06,CHI,PHI,0,82,15,27,21,19,0,0,0,89,24,20,20,25,0,0,0,50,16,.758,0,96.3,88.2,35,31,.530,4,93.6,89.4,7,126
2012,05,07,MEM,LAC,1,97,26,19,19,23,10,0,0,101,32,19,18,18,14,0,0,41,25,.621,9,95.0,93.0,40,26,.606,1,97.5,95.0,1,127
2012,05,07,SAS,UTA,0,87,22,28,18,19,0,0,0,81,19,23,16,23,0,0,0,50,16,.758,0,103.7,96.5,36,30,.545,11,99.7,99.0,1,127
2012,05,08,BOS,ATL,0,86,21,19,24,22,0,0,0,87,15,25,26,21,0,0,0,39,27,.591,0,91.8,89.3,40,26,.606,6,96.6,93.2,2,128
2012,05,08,PHI,CHI,0,69,16,10,22,21,0,0,0,77,17,18,22,20,0,0,0,35,31,.530,4,93.6,89.4,50,16,.758,0,96.3,88.2,2,128
2012,05,08,ORL,IND,0,87,19,28,24,16,0,0,0,105,28,22,19,36,0,0,0,37,29,.561,9,94.2,93.4,42,24,.636,8,97.7,94.4,2,128
2012,05,08,DEN,LAL,0,102,26,23,27,26,0,0,0,99,23,20,22,34,0,0,0,38,28,.576,9,104.1,101.2,41,25,.621,0,97.3,95.9,2,128
2012,05,09,LAC,MEM,0,80,22,20,23,15,0,0,0,92,36,21,20,15,0,0,0,40,26,.606,1,97.5,95.0,41,25,.621,9,95.0,93.0,3,129
2012,05,09,NYK,MIA,0,94,24,20,23,27,0,0,0,106,28,27,26,25,0,0,0,36,30,.545,3,97.8,94.7,46,20,.697,0,98.5,92.5,3,129
2012,05,10,ATL,BOS,0,80,23,18,22,17,0,0,0,83,20,27,20,16,0,0,0,40,26,.606,6,96.6,93.2,39,27,.591,0,91.8,89.3,4,130
2012,05,10,LAL,DEN,0,96,20,25,23,28,0,0,0,113,30,24,36,23,0,0,0,41,25,.621,0,97.3,95.9,38,28,.576,9,104.1,101.2,4,130
2012,05,10,CHI,PHI,0,78,22,18,23,15,0,0,0,79,24,24,15,16,0,0,0,50,16,.758,0,96.3,88.2,35,31,.530,4,93.6,89.4,4,130
2012,05,11,MEM,LAC,0,90,25,17,24,24,0,0,0,88,16,22,28,22,0,0,0,41,25,.621,9,95.0,93.0,40,26,.606,1,97.5,95.0,5,131
2012,05,12,PHI,BOS,0,91,28,19,24,20,0,0,0,92,18,24,25,25,0,0,0,35,31,.530,4,93.6,89.4,39,27,.591,0,91.8,89.3,6,132
2012,05,12,DEN,LAL,0,87,24,18,26,19,0,0,0,96,25,23,21,27,0,0,0,38,28,.576,9,104.1,101.2,41,25,.621,0,97.3,95.9,6,132
